t,i,S,Y,P,U,A,D,O,X0,X1
0,2934,1,0,0,0,1,,,1.6839316199969145,3.1076832786476727
0,2935,0,0,0,0,1,,,-6.723974624841779,-1.2154242873296148
0,2936,0,0,0,0,1,,,-2.6149033745288066,-1.6937945193832298
0,2937,1,0,0,0,1,,,4.178843768599662,3.6117686028151557
0,2938,0,0,0,0,1,,,-1.9803395370666226,-1.7942535157831059
0,2939,0,0,0,0,1,,,-1.1377703195071773,-4.816467953408241
0,2940,0,0,0,0,1,,,-0.5116178739394219,-0.6784138082729891
0,2941,1,1,0,0,1,,,-2.0144055608927607,-0.2822555831514215
0,2942,0,0,0,0,1,,,-0.4618026750130271,-3.349196694559893
0,2943,1,0,0,0,1,,,-1.0094908629661954,1.1900766849770799
0,2944,0,0,0,0,1,,,-0.323962001508457,1.522774281627349
0,2945,1,0,0,0,1,,,1.3730270880181834,-2.731471940932063
0,2946,0,0,0,0,1,,,-4.391172930618046,0.08558685679641043
0,2947,1,0,0,0,1,,,-0.1023285991804821,3.2249516847905286
0,2948,0,1,0,0,1,,,3.513963512817817,-0.7694091424258171
0,2949,1,0,0,0,1,,,1.939761604862612,3.890097307217574
0,2950,1,1,0,0,1,,,5.953433329174397,-2.6936656528092806
0,2951,1,1,0,0,1,,,6.136588051301173,4.446838642694739
0,2952,0,0,0,0,1,,,-2.8928438570003983,-1.9725644069084354
0,2953,0,0,0,0,1,,,1.8247129832239724,-3.0607714313796466
0,2954,0,1,0,0,1,,,3.46018500718397,2.4677779275581804
0,2955,0,0,0,0,1,,,-2.8125332204777322,-4.0292776613113315
0,2956,1,0,0,0,1,,,1.6045937831983335,0.6345624939021417
0,2957,1,0,0,0,1,,,-1.7570737605702678,4.92372606715605
0,2958,1,1,0,0,1,,,4.710372050482135,1.235849349526275
0,2959,1,0,0,0,1,,,3.2948247165068776,5.703727423697893
0,2960,0,0,0,0,1,,,1.7065709819882113,2.3904595756684923
0,2961,0,0,0,0,1,,,-3.996997840029046,3.6471055523894442
0,2962,0,0,0,0,1,,,2.302180720225903,-0.15181367693182235
0,2963,1,1,0,0,1,,,6.4981893394741554,5.101382587000359
0,2964,1,1,0,0,1,,,2.132643608996006,2.587542332902284
0,2965,0,1,0,0,1,,,2.174509855107816,-2.4486311546492114
0,2966,1,1,0,0,1,,,2.9220245275116827,2.3980355739122587
0,2967,1,0,0,0,1,,,1.9058970077717359,2.057832360956654
0,2968,1,1,0,0,1,,,2.6650036596606013,4.200166044704192
0,2969,0,0,0,0,1,,,0.6471978413741448,1.1353622156022496
0,2970,0,0,0,0,1,,,-1.6817558756435627,-1.4552741173217352
0,2971,0,0,0,0,1,,,-7.684176084221656,-5.6329556511353305
0,2972,1,1,0,0,1,,,3.172993882293538,0.9480378128070537
0,2973,1,0,0,0,1,,,0.7837155125958786,0.44789285687016833
0,2974,0,0,0,0,1,,,-0.727469509329167,-0.41448996886029965
0,2975,0,1,0,0,1,,,-3.0819952234848635,-5.691594212180709
0,2976,0,1,0,0,1,,,0.6902597454105655,-1.8947390724820703
0,2977,1,0,0,0,1,,,-1.3401225479247523,1.309252237054828
0,2978,1,0,0,0,1,,,1.7494605662936475,1.8998788481625073
0,2979,0,1,0,0,1,,,1.9270164643158982,-4.389451628073021
0,2980,1,0,0,0,1,,,-0.5960549081352076,1.1187453491017463
0,2981,0,0,0,0,1,,,-3.3371832761326896,-0.7214754986122571
0,2982,1,0,0,0,1,,,-0.893676930068037,0.20042546951055118
0,2983,0,0,0,0,1,,,-4.339679873752589,-2.197291812087653
0,2984,1,0,0,0,1,,,1.1930591147185172,2.5726326429076214
0,2985,1,0,0,0,1,,,-1.1449228241971126,-0.07101964866281252
0,2986,0,1,0,0,1,,,3.6225620407609336,-3.144090784893387
0,2987,1,1,0,0,1,,,3.7302778002708394,2.2297751140876394
0,2988,1,1,0,0,1,,,1.3078760376972491,3.9471458543873608
0,2989,1,1,0,0,1,,,2.2167957806844725,4.490358662804221
0,2990,0,0,0,0,1,,,-8.187628011482786,-4.273345573899582
0,2991,0,0,0,0,1,,,-2.9930288948470087,-4.796865601999102
0,2992,0,0,0,0,1,,,-2.3732208799040406,-3.653946146472113
0,2993,0,0,0,0,1,,,-4.77090688176172,-1.61491304471725
0,2994,1,1,0,0,1,,,6.073744213544217,2.6657446517801033
0,2995,0,0,0,0,1,,,-5.79493960796235,0.32128858464409005
0,2996,1,0,0,0,1,,,0.2782621509389718,1.9835157607609675
0,2997,0,0,0,0,1,,,-0.17654018581058173,-3.96195613117652
0,2998,0,0,0,0,1,,,-0.8056309239730435,-1.3640320205916703
0,2999,1,0,0,0,1,,,1.4975354169437414,5.8938726719194445
0,3000,1,1,0,0,1,,,1.4634237485914667,-0.1727576606169201
0,3001,1,0,0,0,1,,,0.7977585194546728,1.1711250836887843
0,3002,0,0,0,0,1,,,2.3157260806680284,-3.072096373000318
0,3003,1,0,0,0,1,,,0.7591607036339014,1.4838802066026298
0,3004,1,0,0,0,1,,,1.0001405589108936,-2.1078713806020932
0,3005,0,0,0,0,1,,,-6.1710428484867315,-4.014234937465032
0,3006,1,0,0,0,1,,,2.2346738785352014,5.607920988449702
0,3007,0,0,0,0,1,,,-0.47413125693340596,-0.29595454867630977
0,3008,1,1,0,0,1,,,0.84327252109818,0.9894173248362235
0,3009,1,0,0,0,1,,,4.037823755088141,2.251060494810109
0,3010,1,1,0,0,1,,,1.3311433753957478,3.2890044414939243
0,3011,1,0,0,0,1,,,2.6740118745106773,2.2808157563387335
0,3012,0,1,0,0,1,,,0.785608557529045,-3.3953487632911656
0,3013,0,0,0,0,1,,,-4.2651987282480786,-4.312184886066726
0,3014,1,1,0,0,1,,,2.2732426142711777,-1.6448768186875093
0,3015,0,0,0,0,1,,,-3.588507813628749,-5.10890118154494
0,3016,0,0,0,0,1,,,0.7117857253176525,1.1108630943222506
0,3017,0,0,0,0,1,,,-3.012585719339441,0.19765625953547206
0,3018,1,0,0,0,1,,,3.371232745233306,2.4551852886104157
0,3019,1,1,0,0,1,,,2.3830069140571544,-0.10026802674036306
0,3020,0,0,0,0,1,,,-4.835632601550943,-1.1834908078765611
0,3021,1,0,0,0,1,,,2.0436006602935026,1.1416001881530458
0,3022,0,1,0,0,1,,,-1.2365964784514785,-6.1747387547637915
0,3023,1,0,0,0,1,,,2.329696142607599,3.84496257975656
0,3024,1,0,0,0,1,,,2.458285499293068,5.280231203383305
0,3025,0,0,0,0,1,,,0.6865397437282783,4.310359806610791
0,3026,1,0,0,0,1,,,3.2761625792617064,4.01810545540864
0,3027,0,0,0,0,1,,,-4.737828291311123,-3.3677110179539955
0,3028,0,0,0,0,1,,,-0.0143101460199897,3.4214441178479396
0,3029,1,1,0,0,1,,,5.105893067640727,-0.44494117950400414
0,3030,0,1,0,0,1,,,-0.7673481150677246,-3.2804278886809772
0,3031,1,0,0,0,1,,,-3.052315290347053,-1.8829754337520614
0,3032,1,0,0,0,1,,,2.806784527473809,1.659231611942806
0,3033,0,0,0,0,1,,,-0.14438717439535043,-0.8013518858422406
0,3034,0,0,0,0,1,,,-9.016648286548424,-1.4572902080731174
0,3035,0,0,0,0,1,,,-6.131112585344102,-3.98938218904513
0,3036,0,1,0,0,1,,,3.936479432507058,1.2865456976790584
0,3037,1,1,0,0,1,,,0.9764064380823652,-0.9107503275069204
0,3038,1,0,0,0,1,,,4.247758369985535,0.6771958502168587
0,3039,0,0,0,0,1,,,-7.101364714743651,-0.9321325406534302
0,3040,0,1,0,0,1,,,2.0048786307642077,-4.8174358435547715
0,3041,0,0,0,0,1,,,0.7961291716216436,-4.056665430324996
0,3042,0,0,0,0,1,,,-0.20633650139501514,-6.088266828231611
0,3043,0,0,0,0,1,,,-4.973423874278365,-1.0172968666435565
0,3044,1,0,0,0,1,,,0.03006120381953936,2.02781069755608
0,3045,1,0,0,0,1,,,3.069433799044557,0.05877066973369405
0,3046,0,0,0,0,1,,,-0.45227097083660217,-2.5007642517221664
0,3047,0,0,0,0,1,,,-7.801918859679964,-3.302760953120169
0,3048,1,0,0,0,1,,,2.1736322071718908,0.7580899858458214
0,3049,1,0,0,0,1,,,0.9614128450672039,3.6719769019685273
0,3050,1,0,0,0,1,,,4.400522721232609,1.5906865742120173
0,3051,1,1,0,0,1,,,5.4652818913308465,-3.44694011094568
0,3052,0,0,0,0,1,,,-3.8259298300704865,-2.8343159784133674
0,3053,0,1,0,0,1,,,-2.9898691622311935,-2.3117835203296804
0,3054,1,0,0,0,1,,,0.9167129807105352,2.4446694477625597
0,3055,1,0,0,0,1,,,1.6609941705024127,4.251487120400025
0,3056,1,0,0,0,1,,,3.0248313049066473,4.806566436138721
0,3057,1,0,0,0,1,,,-1.820178601112692,-0.3887840490116403
0,3058,0,0,0,0,1,,,-5.865333535488535,-2.3593522306543395
0,3059,1,1,0,0,1,,,3.733836151346064,-2.5548225267474907
0,3060,1,1,0,0,1,,,3.6366862496765453,0.9223294603772094
0,3061,0,0,0,0,1,,,-1.9762497107914578,-2.7242233343309463
0,3062,0,0,0,0,1,,,-1.3896314068979532,-2.825491699365065
0,3063,0,0,0,0,1,,,-5.892209619778321,-5.091342240844345
0,3064,0,0,0,0,1,,,-1.2229706152027449,0.8473674663943189
0,3065,1,0,0,0,1,,,1.9244396130911663,3.1078481837970218
0,3066,0,0,0,0,1,,,-1.6676174902451346,2.33843533337971
0,3067,1,0,0,0,1,,,5.938620199744564,1.7963643694770952
0,3068,1,0,0,0,1,,,3.2599899622160162,4.07133923843086
0,3069,0,0,0,0,1,,,-1.572516723426319,-1.2439225886519905
0,3070,1,1,0,0,1,,,1.1409110194362193,0.9954266010377906
0,3071,0,0,0,0,1,,,-5.494108127305507,0.13943613155209045
0,3072,0,0,0,0,1,,,-0.655551488089116,0.708902651120721
0,3073,0,0,0,0,1,,,0.35607553507559464,-4.131664686696299
0,3074,0,1,0,0,1,,,-0.7917658940492811,-3.8834439007634143
0,3075,1,0,0,0,1,,,2.929311621002336,0.8888368526011443
0,3076,1,1,0,0,1,,,-0.45875636675923337,3.7267469785596727
0,3077,1,1,0,0,1,,,0.18310905882591944,-0.6743916074000742
0,3078,0,0,0,0,1,,,-3.029700378235993,-2.8722160944734316
0,3079,0,0,0,0,1,,,-3.6974167931593094,-3.213244122897647
0,3080,0,0,0,0,1,,,-0.587692218944774,-0.7603508568370734
0,3081,1,1,0,0,1,,,-0.07157359384620277,-0.7681218297190817
0,3082,0,0,0,0,1,,,-9.044892193920399,-4.271668412372383
0,3083,0,1,0,0,1,,,-3.322487122982823,-2.892069257723963
0,3084,0,0,0,0,1,,,1.5008603455199192,-3.3367868119635853
0,3085,1,0,0,0,1,,,0.4838074738535796,3.6458660366297706
0,3086,1,1,0,0,1,,,2.7837002489841307,3.062547506865375
0,3087,1,1,0,0,1,,,5.646245872178168,2.824140392322329
0,3088,1,0,0,0,1,,,3.4018587885330316,0.1722599121498598
0,3089,0,1,0,0,1,,,-4.071057010010758,0.04077769836699652
0,3090,1,0,0,0,1,,,0.3968803920768553,0.5709230456134315
0,3091,1,0,0,0,1,,,0.5202152285806139,3.093019818512226
0,3092,1,1,0,0,1,,,1.0581117005160725,3.324138446505742
0,3093,1,0,0,0,1,,,-1.2096098870731935,2.109557256658095
0,3094,1,0,0,0,1,,,1.0622975164195756,5.903015498986603
0,3095,1,0,0,0,1,,,-0.036867285155853136,5.827905171756577
0,3096,1,1,0,0,1,,,0.8805950160935527,0.9619302590763976
0,3097,0,0,0,0,1,,,-1.3557728910314149,-2.1914535582476082
0,3098,1,1,0,0,1,,,6.051615275826397,4.223485014146038
0,3099,1,1,0,0,1,,,1.2725402207692973,-3.40097942939361
0,3100,0,0,0,0,1,,,-6.418036941568536,1.0508467125054834
0,3101,0,0,0,0,1,,,-4.818334016508491,-2.4815278213585117
0,3102,0,0,0,0,1,,,-3.71727179088604,2.236148109332256
0,3103,0,0,0,0,1,,,-0.430231909418171,-3.539991079585376
0,3104,0,0,0,0,1,,,-4.450187279657859,-1.6967469975040763
0,3105,1,0,0,0,1,,,-2.7638299357559655,1.631775718066189
0,3106,0,0,0,0,1,,,-7.767712643866043,-1.3490460533541384
0,3107,1,0,0,0,1,,,1.5262617650100365,0.9721543282851699
0,3108,1,1,0,0,1,,,3.085213228322835,1.6469299691759314
0,3109,1,1,0,0,1,,,1.428204944528214,1.459234556039996
0,3110,0,0,0,0,1,,,-0.9951251284095943,-2.751244748476471
0,3111,1,1,0,0,1,,,1.703335162997389,5.343401845884267
0,3112,0,0,0,0,1,,,-4.7189342767507005,1.3021082875556247
0,3113,1,0,0,0,1,,,-1.256809662247818,3.4632920217931424
0,3114,1,0,0,0,1,,,0.2753890245315749,6.392144837324002
0,3115,1,0,0,0,1,,,-0.8438609862664075,-1.031074376540503
0,3116,1,1,0,0,1,,,1.4558992169985654,-1.7331471336211979
0,3117,0,1,0,0,1,,,3.453452802469788,-1.2206923132617529
0,3118,1,0,0,0,1,,,0.4408918709459575,1.9234240430459668
0,3119,1,0,0,0,1,,,1.6329610587330101,3.312656490785446
0,3120,0,0,0,0,1,,,-5.029037742575124,-0.07269464414017102
0,3121,1,0,0,0,1,,,-0.1484434248765476,4.867187837331273
0,3122,0,0,0,0,1,,,-5.45661241419259,1.9009981071881548
0,3123,1,1,0,0,1,,,-1.4176602814982302,-3.2320745845762744
0,3124,1,1,0,0,1,,,1.7885912560834825,1.0505824825458125
0,3125,1,1,0,0,1,,,0.9190821370475721,-1.5601683191973947
0,3126,0,0,0,0,1,,,-4.293316090895445,-5.449483520141362
0,3127,1,0,0,0,1,,,3.4453137453370086,3.248817646787734
0,3128,0,0,0,0,1,,,1.0197715236614773,-0.23058118770420055
0,3129,0,0,0,0,1,,,-5.688109916661334,1.8255282757827835
0,3130,0,0,0,0,1,,,-2.525563242015469,-3.8151788931937682
0,3131,1,0,0,0,1,,,3.1369698534269554,3.655439919674253
0,3132,1,0,0,0,1,,,-1.9123641002022662,3.7122460566738056
0,3133,1,1,0,0,1,,,0.8626616097555433,0.6949314544893075
0,3134,1,1,0,0,1,,,4.394619737286442,1.0605387449320336
0,3135,0,0,0,0,1,,,-5.858669753685084,-6.491269854209819
0,3136,0,0,0,0,1,,,0.9449899184927713,0.7906945017878066
0,3137,1,0,0,0,1,,,0.8742656508011009,2.608635924301314
0,3138,0,0,0,0,1,,,-4.010544753339719,-4.421160718181358
0,3139,1,0,0,0,1,,,0.34127840291305467,0.5261932799330193
0,3140,1,0,0,0,1,,,-2.6010156055302627,3.471319144051246
0,3141,0,1,0,0,1,,,3.8740524476877916,-1.674029180968526
0,3142,1,0,0,0,1,,,1.6902032350287808,1.0655433697977537
0,3143,0,0,0,0,1,,,-5.981469915768345,-2.1436684796274728
0,3144,0,0,0,0,1,,,-1.7582786860464719,3.2388896093368365
0,3145,1,0,0,0,1,,,-1.312755570084832,4.465261362093722
0,3146,1,0,0,0,1,,,4.1500073943585685,2.257701343914261
0,3147,0,1,0,0,1,,,-0.9470858611263457,-5.096240517307276
0,3148,1,1,0,0,1,,,4.259037090581995,4.8926807082558526
0,3149,0,0,0,0,1,,,-3.0855674173810828,-4.704454945128331
0,3150,1,0,0,0,1,,,0.8006389095513942,2.9133179186544194
0,3151,1,0,0,0,1,,,3.776384672273963,5.690091095388414
0,3152,0,1,0,0,1,,,1.557521245097412,-4.757694053190026
0,3153,1,1,0,0,1,,,0.28277324498266454,1.249281703228407
0,3154,1,0,0,0,1,,,2.0511124652429493,1.0958342953669287
0,3155,1,0,0,0,1,,,0.8009178831974264,-1.9822180760955717
0,3156,1,0,0,0,1,,,0.12070746019042367,2.0253225709878224
0,3157,0,0,0,0,1,,,-3.7794036408243423,-2.3238246549410357
0,3158,1,0,0,0,1,,,3.3994984281729055,1.8807823975591846
0,3159,0,1,0,0,1,,,1.5387457910681674,-3.98434078154599
0,3160,0,1,0,0,1,,,1.8804363502750254,-1.250299298978327
0,3161,1,0,0,0,1,,,4.598923984105468,4.187831980074802
0,3162,1,1,0,0,1,,,1.635912574343116,-0.19087578354082613
0,3163,1,1,0,0,1,,,1.100713024217994,0.2560543071469976
0,3164,1,0,0,0,1,,,-0.6342983534166216,0.1007488521290314
0,3165,1,1,0,0,1,,,3.6020271638725765,0.41037431855347295
0,3166,1,1,0,0,1,,,5.967895900185198,2.5001982032075993
0,3167,0,1,0,0,1,,,-2.1936805183171355,-7.177367058063949
0,3168,1,0,0,0,1,,,0.5900567056599344,3.2209912134686602
0,3169,0,1,0,0,1,,,-4.876080794166425,1.067264240239819
0,3170,1,1,0,0,1,,,3.554749016940308,2.880435731461106
0,3171,1,0,0,0,1,,,-1.1412559546948886,-2.600704388963198
0,3172,1,0,0,0,1,,,-0.7958222049306896,4.201137746636715
0,3173,0,1,0,0,1,,,-0.42556484904199365,-6.637218931123977
0,3174,1,1,0,0,1,,,3.233238654842302,-0.8371353016588392
0,3175,1,1,0,0,1,,,5.215862202527408,3.834025106540069
0,3176,0,0,0,0,1,,,-2.9092575861627257,-1.6362404781964635
0,3177,1,0,0,0,1,,,4.137773674352026,3.307884385208143
0,3178,1,0,0,0,1,,,0.7425964170352246,5.673074187217997
0,3179,1,0,0,0,1,,,1.0159553666891386,2.16870639543548
0,3180,0,0,0,0,1,,,-6.45863216840286,-3.700068477755897
0,3181,0,0,0,0,1,,,-3.4454620559079787,0.0599538177888892
0,3182,0,0,0,0,1,,,0.688560875737279,1.1850407578559081
0,3183,0,0,0,0,1,,,-1.9633778900016454,-0.9677920001611651
0,3184,0,0,0,0,1,,,-2.8449049617463076,0.6031758674784689
0,3185,1,0,0,0,1,,,2.2196096784532613,1.4714096965927168
0,3186,0,0,0,0,1,,,-2.2357769400102425,-1.7310581073426592
0,3187,1,1,0,0,1,,,2.56724427090856,0.2781458186990704
0,3188,1,0,0,0,1,,,-1.1670240503919853,2.6043831958099544
0,3189,0,0,0,0,1,,,-3.8089738125441173,-0.5217918919598403
0,3190,0,0,0,0,1,,,-2.850837687243628,-4.907237892664924
0,3191,0,0,0,0,1,,,-3.0560036749984856,0.19542794441961142
0,3192,1,0,0,0,1,,,1.5513405789912833,6.897513644039616
0,3193,0,0,0,0,1,,,-2.958623964687185,-0.21228577585042485
0,3194,0,1,0,0,1,,,-0.7133695770179815,-5.226870873694137
0,3195,0,0,0,0,1,,,-4.148651276429858,-3.6025541600150164
0,3196,0,0,0,0,1,,,-4.943048452103637,-4.935397280627637
0,3197,0,0,0,0,1,,,1.9541276595710224,-1.3608500477373784
0,3198,0,1,0,0,1,,,0.7888930692226066,-0.6916135714358698
0,3199,0,1,0,0,1,,,-1.1331787336847596,-4.586792189054
0,3200,0,1,0,0,1,,,1.2057105737564107,-1.1084465495431404
0,3201,0,1,0,0,1,,,-1.355959589693792,-3.761572716920167
0,3202,1,0,0,0,1,,,0.016231011916645333,1.7409488140460034
0,3203,0,1,0,0,1,,,0.20221952988172287,-2.3255011665986958
0,3204,0,0,0,0,1,,,-5.821384867463403,-5.492862643670124
0,3205,0,0,0,0,1,,,-0.22915981852378442,-4.992452942300407
0,3206,0,0,0,0,1,,,1.407104651665669,-2.383112597390348
0,3207,1,1,0,0,1,,,2.2778911517600893,1.9723075621063837
0,3208,1,0,0,0,1,,,-0.9381689897258516,0.30577104954921097
0,3209,1,1,0,0,1,,,0.6819459328560682,0.9200566210140302
0,3210,1,0,0,0,1,,,1.8991963544146713,1.9505202859513255
0,3211,1,0,0,0,1,,,8.408096241414427,4.536496904880413
0,3212,1,1,0,0,1,,,3.2136266996384553,0.8713750729773324
0,3213,0,0,0,0,1,,,-4.097219886349546,-0.9375226991923671
0,3214,0,0,0,0,1,,,-1.7718081556448362,-1.5630363634643198
0,3215,0,0,0,0,1,,,-6.832664913997633,-3.022771659637394
0,3216,0,1,0,0,1,,,0.8774377287600776,-0.8159582465054289
0,3217,0,1,0,0,1,,,-0.7792070939147124,-2.2001155138424227
0,3218,1,0,0,0,1,,,5.661710221058161,4.867730337063199
0,3219,0,0,0,0,1,,,1.1522518838757199,-0.28308762187148995
0,3220,1,1,0,0,1,,,2.020704849135999,3.657106285316827
0,3221,0,1,0,0,1,,,1.6367902660728548,-3.5284629882880045
0,3222,1,1,0,0,1,,,-0.5254357892203658,-0.2692220189736285
0,3223,1,0,0,0,1,,,2.456905871196492,4.680828111080942
0,3224,1,0,0,0,1,,,-1.8050526253491688,1.5310483516300504
0,3225,0,0,0,0,1,,,-4.7322665982786924,-1.4792936914213288
0,3226,0,0,0,0,1,,,-0.9061415875433838,-7.769316124604009
0,3227,0,0,0,0,1,,,4.710516565119451,1.643935538222359
0,3228,0,0,0,0,1,,,-2.7094290860982158,-3.4738037648547895
0,3229,0,0,0,0,1,,,-2.091945765848783,-1.6802893516685355
0,3230,0,0,0,0,1,,,-8.699250494729569,-6.087976048994982
0,3231,0,1,0,0,1,,,5.23506582157175,1.7138251135601905
0,3232,0,1,0,0,1,,,1.8146027342304323,-2.7199344730575516
0,3233,1,0,0,0,1,,,3.4778426545733216,-0.7620450300985402
0,3234,0,1,0,0,1,,,4.8576207574803565,0.9756968149216227
0,3235,0,0,0,0,1,,,-1.269296410046496,1.079637260240541
0,3236,0,0,0,0,1,,,-2.177388417688563,-2.739522514127507
0,3237,0,0,0,0,1,,,-4.319006826955469,-4.678137434032566
0,3238,0,1,0,0,1,,,3.350494634984061,1.3494080802148645
0,3239,0,1,0,0,1,,,-2.061026929306331,-1.5806589942608626
0,3240,1,0,0,0,1,,,-1.822295396705171,0.14481557754524887
0,3241,1,1,0,0,1,,,3.326921773453044,3.0817022362527737
0,3242,1,1,0,0,1,,,0.962940680952195,2.8465487499283726
0,3243,1,0,0,0,1,,,2.1069214026961807,3.7057073851785245
0,3244,1,1,0,0,1,,,-0.7292798600609163,1.5688949201642666
0,3245,1,1,0,0,1,,,1.843955842628194,0.4637213768243522
0,3246,0,0,0,0,1,,,-1.583913782999826,-1.0735780563121393
0,3247,1,1,0,0,1,,,1.4555656905874665,2.9555369051416744
0,3248,1,0,0,0,1,,,4.443116805716833,2.376059879355281
0,3249,1,0,0,0,1,,,3.1042771172763497,4.18304799081389
0,3250,0,0,0,0,1,,,-6.185368458109115,-2.1431515603235645
0,3251,1,1,0,0,1,,,3.9967284886514927,5.265833907296448
0,3252,1,1,0,0,1,,,6.7961708859946315,1.1296678188998026
0,3253,1,0,0,0,1,,,3.2372667045443917,5.3785455560987785
0,3254,0,0,0,0,1,,,-2.3856125035036104,-1.0498238423132493
0,3255,1,0,0,0,1,,,-1.3192587008375645,6.738917446370797
0,3256,0,1,0,0,1,,,2.211196906894174,0.6437326341998975
0,3257,1,1,0,0,1,,,-0.08093852049536832,1.1758614386858182
0,3258,0,0,0,0,1,,,-9.003279167641587,-4.260025419199479
0,3259,1,1,0,0,1,,,4.384085386951346,0.5492144313484457
0,3260,0,0,0,0,1,,,-2.707155570074775,-4.82216111416099
0,3261,1,0,0,0,1,,,-0.3746149036215334,-1.536498044771296
0,3262,0,0,0,0,1,,,-0.5492266490428168,-0.00926310163236388
0,3263,1,0,0,0,1,,,3.505199936493784,3.820422029909113
0,3264,0,0,0,0,1,,,-5.77102992246655,-2.971332013035135
0,3265,1,1,0,0,1,,,3.315484536382317,1.7158701908628544
0,3266,0,1,0,0,1,,,-0.32598175583015787,0.09722674926098707
0,3267,0,0,0,0,1,,,-1.880167457353747,-5.7067283112727845
0,3268,1,0,0,0,1,,,1.3516426512682345,2.0483043704070294
0,3269,0,0,0,0,1,,,3.2629453429067388,2.0434886599597215
0,3270,1,1,0,0,1,,,-0.8833321944728629,-1.9358234451285536
0,3271,1,1,0,0,1,,,6.303062414707479,3.6899974308163968
0,3272,1,1,0,0,1,,,3.525321835933276,-0.3808405896378342
0,3273,1,0,0,0,1,,,8.693864441822308,-0.3035854137101306
0,3274,0,1,0,0,1,,,-1.0990347547792134,-2.6922975761859673
0,3275,0,1,0,0,1,,,-0.10078238917963,-0.16574952105092078
0,3276,0,0,0,0,1,,,0.30837821190604453,-2.7205579119845638
0,3277,1,1,0,0,1,,,4.171702192561867,7.067812294951208
0,3278,1,0,0,0,1,,,-0.7599069524560926,-1.9928605176720255
0,3279,0,1,0,0,1,,,-3.085345357876975,-4.03584966640785
0,3280,1,1,0,0,1,,,4.452723063429646,2.9916725486148863
0,3281,0,0,0,0,1,,,-3.6755216835505298,-0.9803599014310604
0,3282,1,1,0,0,1,,,5.984813677343592,2.8487667131574685
0,3283,0,0,0,0,1,,,-5.716684495008499,-3.246148299122007
0,3284,1,0,0,0,1,,,0.5849975827410643,2.066172113025294
0,3285,1,0,0,0,1,,,-1.5036433063917025,2.452069502742345
0,3286,0,0,0,0,1,,,-4.116586360855717,-7.320548447884403
0,3287,1,0,0,0,1,,,4.0708405094917595,4.642436559508965
0,3288,1,0,0,0,1,,,0.8965874089341492,-0.3318748337785027
0,3289,0,0,0,0,1,,,-2.257238420973964,-0.18940730010061424
0,3290,0,0,0,0,1,,,-7.658987644260199,-2.4094763656598963
0,3291,0,0,0,0,1,,,1.9577954719277626,-3.5311283261910527
0,3292,1,1,0,0,1,,,3.0284940878422515,-1.864316105647101
0,3293,1,1,0,0,1,,,1.3561921903029877,-2.7538738059286123
0,3294,1,0,0,0,1,,,1.4151812595143656,3.8993783323840416
0,3295,0,0,0,0,1,,,-5.570576387684085,-1.3891006392297491
0,3296,0,0,0,0,1,,,-6.843927834070959,-2.4157425362071105
0,3297,0,0,0,0,1,,,-5.677147349847274,-4.480499462155897
0,3298,1,0,0,0,1,,,-0.3156070407556961,-0.015798686230140024
0,3299,0,1,0,0,1,,,-0.8959345043470652,-3.1841340772679643
0,3300,0,0,0,0,1,,,-5.498507818113037,-3.3039827824662145
0,3301,0,1,0,0,1,,,-0.15025550412313016,-1.883231827002316
0,3302,0,0,0,0,1,,,-0.598750098253888,-0.6539935619010562
0,3303,1,1,0,0,1,,,0.18627995837703537,-0.17910777397107047
0,3304,1,0,0,0,1,,,2.1404222819036365,5.792992487207179
0,3305,1,0,0,0,1,,,0.7105098304064243,0.5782545504448329
0,3306,0,0,0,0,1,,,-1.5031136366642208,0.599599767436787
0,3307,0,0,0,0,1,,,-6.334239531346446,-2.6447880012304634
0,3308,1,0,0,0,1,,,1.2292925395524916,2.7706359579896973
0,3309,1,1,0,0,1,,,-1.6191663109676209,2.879710706165576
0,3310,1,0,0,0,1,,,3.5803047970984863,4.309473187078993
0,3311,0,0,0,0,1,,,-5.6756770058687716,-1.9716206804840757
0,3312,1,1,0,0,1,,,2.9412667645853023,0.5842649581489432
0,3313,1,0,0,0,1,,,1.3297467752506522,2.6042359281998886
0,3314,0,0,0,0,1,,,-1.8350319037056197,-1.8241789253639658
0,3315,1,0,0,0,1,,,-0.09222643174457534,3.7477296444738357
0,3316,0,0,0,0,1,,,2.8344170754068614,-3.996301076704243
0,3317,0,0,0,0,1,,,0.023648856529924878,-4.276434423595925
0,3318,0,0,0,0,1,,,-6.050338225810888,0.37915238298729426
0,3319,1,0,0,0,1,,,-0.39181266303265394,1.314746334038568
0,3320,0,0,0,0,1,,,-3.8761607173828514,-0.867850677974201
0,3321,0,1,0,0,1,,,-1.8697443473194224,-3.9330216135239775
0,3322,1,0,0,0,1,,,1.4014877300412536,1.5557871392530476
0,3323,1,0,0,0,1,,,0.5291162216415242,0.7228023334133316
0,3324,0,0,0,0,1,,,-2.708798748888743,0.1194514372494635
0,3325,1,0,0,0,1,,,2.1032345172738123,1.5640477437831923
0,3326,1,1,0,0,1,,,4.7957841777669215,2.8975537391851853
0,3327,0,0,0,0,1,,,-2.9564215921509356,1.0593776124559837
0,3328,0,1,0,0,1,,,-2.3323764998932996,-0.5943774812391991
0,3329,1,1,0,0,1,,,3.1774651763386528,-1.544172053492039
0,3330,0,0,0,0,1,,,-1.750655936332077,0.6776402277166089
